system_word,player_word,outcome
Acid,Robot,0
Disease,Orbital Laser,0
Life Raft,Planetary Evacuation Fleet,0
Encryption,Fire,1
Signal Jammer,Avalanche,1
Dam,Bulldozer,1
Orbital Laser,Singularity Stabilizer,0
Earthquake,Innovation,0
Flood,Satellite,0
H-bomb,Singularity Stabilizer,0
Glacier,Drill,0
Antimatter Cannon,AI Kill Switch,1
Dam,Evacuation,0
Hurricane,Super Glue,0
Mutation,Acid,0
Planetary Defense Shield,Confidence,0
Mutation,Anti-Virus Nanocloud,1
Terraforming Device,Signal Jammer,0
Robot,War,1
Lightning,Robot,1
Confidence,Encryption,0
War,Innovation,1
Dynamite,Sandpaper,0
Gust,Boulder,0
Mutation,Jackhammer,1
Grizzly,Terraforming Device,0
Sandpaper,Reforestation,0
Neutralizing Agent,Hydraulic Jack,1
Acid,Fire Extinguisher,0
Proof,Sonic Boom,1
Fire Extinguisher,Resilience,0
Anti-Virus Nanocloud,Time,0
Bulldozer,Lightning,1
Satellite,Tsunami,1
Water,Sunshine,1
Earthquake,Robot,1
Steam,Therapy,1
Seismic Dampener,Disease,0
Love,Acid,1
Avalanche,Solar Deflection Array,1
Molotov Cocktail,Jackhammer,1
Innovation,Avalanche,0
Kevlar Vest,Drill,0
Life Raft,Earthquake,0
Gust,Explosion,1
Acid,Avalanche,1
Bear Trap,Absorption,0
Earthquake,Super Glue,1
Drought,War,0
Bear Trap,Glacier,0
Evacuation,Acid,1
Evacuation,Drought,0
Freeze,Dam,1
Freeze,Bear Trap,0
Oil,Hurricane,1
Satellite,Anti-Virus Nanocloud,1
Love,Gust,1
Kevlar Vest,Earthquake,0
Lava,War,0
Water,Fire Extinguisher,0
Dynamite,Life Raft,0
Reinforced Steel Door,Grizzly,0
Jackhammer,Diamond Cage,1
Jackhammer,Solar Deflection Array,0
Planetary Evacuation Fleet,Viral Meme,0
Viral Meme,Seismic Dampener,1
Viral Meme,Earthquake,1
Grizzly,Planetary Evacuation Fleet,1
Vacation,Freeze,1
H-bomb,Drill,1
Super Glue,Anti-Virus Nanocloud,1
Singularity Stabilizer,Therapy,0
Reforestation,Fire Extinguisher,1
Nanobot Swarm,Reforestation,0
H-bomb,Jackhammer,0
Water,Solar Deflection Array,0
Boulder,Freeze,0
Dam,Freeze,0
Grizzly,Sonic Boom,0
Life Raft,Orbital Laser,0
Fire,Earthquake,0
Planetary Evacuation Fleet,Robot,0
AI Kill Switch,Molotov Cocktail,0
Glacier,Therapy,1
Avalanche,Planetary Defense Shield,1
Water,Dynamite,1
Rainstorm,Life Raft,1
Signal Jammer,Tsunami,0
Flood,Disease,0
Confidence,Jackhammer,0
Robot,Seismic Dampener,0
Jackhammer,Viral Meme,1
Satellite,Reality Resynchronizer,0
Fire Extinguisher,Hurricane,0
Solar Deflection Array,Drill,0
Absorption,Tsunami,0
Drought,Boulder,0
Dynamite,Fire,1
Evacuation,Reforestation,0
Avalanche,Planetary Evacuation Fleet,1
Drought,Earthquake,0
Singularity Stabilizer,Jackhammer,1
Acid,Cataclysm Containment Field,1
Bear Trap,Singularity Stabilizer,0
Explosion,Bulldozer,0
Orbital Laser,Fire Extinguisher,0
Encryption,Innovation,0
Acid,Persistence,0
Fire,Diamond Cage,0
Jackhammer,Boulder,1
Freeze,Lava,0
Steam,Explosion,0
Reality Resynchronizer,Planetary Evacuation Fleet,0
Nanobot Swarm,Vacuum,0
Anti-Virus Nanocloud,Fire Blanket,1
Vacation,Signal Jammer,1
Laser,Time,0
Sonic Boom,Dam,0
Planetary Evacuation Fleet,Encryption,0
Boulder,Oil,0
Jackhammer,Orbital Laser,1
Life Raft,Boulder,1
War,Sunshine,1
Sunshine,AI Kill Switch,0
Encryption,Proof,0
Persistence,Glacier,0
Fire Extinguisher,Fire Extinguisher,0
Avalanche,Lightning,1
Evacuation,Planetary Defense Shield,0
Boulder,Fire Extinguisher,0
Dynamite,Fire,1
Viral Meme,Laser,0
Antimatter Cannon,Time,0
Disease,Boulder,0
Antimatter Cannon,War,0
War,Solar Deflection Array,0
Therapy,Water,0
Avalanche,Bear Trap,0
AI Kill Switch,Bear Trap,1
Anti-Virus Nanocloud,Water,0
Bulldozer,Anti-Virus Nanocloud,1
Dam,Resilience,0
Therapy,Antimatter Cannon,0
Explosion,Lightning,1
Proof,Encryption,1
Hurricane,Vacuum,0
Dynamite,Disease,0
Signal Jammer,Sunshine,1
Propaganda,Glacier,0
Seismic Dampener,Satellite,0
Oil,Neutralizing Agent,1
Dam,Avalanche,1
Fire Extinguisher,Laser,0
Super Glue,Neutralizing Agent,1
Anti-Virus Nanocloud,Resilience,0
Orbital Laser,Singularity Stabilizer,0
Innovation,Fire,0
Encryption,Terraforming Device,1
Life Raft,Vacuum,1
Grizzly,Planetary Evacuation Fleet,0
Singularity Stabilizer,Planetary Evacuation Fleet,1
Avalanche,Drill,1
Seismic Dampener,Sonic Boom,0
Sandpaper,Cataclysm Containment Field,1
Sunshine,Jackhammer,0
Fire Extinguisher,Steam,1
Fire,Acid,1
Propaganda,Sandpaper,0
Robot,Hydraulic Jack,0
Steam,Fire Blanket,1
Flood,Hurricane,1
Water,Oil,0
Dragon,Dynamite,0
Lightning,Lightning,0
Boulder,Boulder,0
Dam,Antimatter Cannon,0
Reforestation,Mutation,1
Evacuation,Propaganda,0
Sunshine,Innovation,1
Laser,Orbital Laser,1
Time,Acid,1
Lava,Laser,0
Innovation,Rainstorm,0
Gust,Dam,0
Cataclysm Containment Field,Dam,0
Lava,Anti-Virus Nanocloud,1
Diamond Cage,Dragon,0
Drought,Planetary Evacuation Fleet,0
Satellite,Bulldozer,0
AI Kill Switch,Oil,0
Robot,Signal Jammer,0
Evacuation,Earthquake,0
Hurricane,Vacuum,0
Super Glue,Proof,0
Solar Deflection Array,Life Raft,0
Nanobot Swarm,Rainstorm,1
Dynamite,Vacation,0
Laser,Earthquake,0
Fire,Time,1
Steam,Therapy,0
Seismic Dampener,Laser,0
Reforestation,Jackhammer,0
Steam,Antimatter Cannon,0
War,Satellite,0
Love,Confidence,1
Kevlar Vest,Fire Extinguisher,0
Proof,Planetary Defense Shield,0
Sunshine,Anti-Virus Nanocloud,0
Vacation,Freeze,0
Orbital Laser,Robot,0
Oil,Reforestation,0
Resilience,Reinforced Steel Door,0
Jackhammer,Signal Jammer,0
Acid,Steam,1
Jackhammer,Terraforming Device,0
Fire Extinguisher,Jackhammer,0
Reality Resynchronizer,Vacation,1
Innovation,Persistence,0
Seismic Dampener,Propaganda,0
Reality Resynchronizer,Fire,0
Drought,Laser,1
Planetary Defense Shield,Laser,0
Drill,Planetary Defense Shield,0
Acid,Laser,0
Cataclysm Containment Field,AI Kill Switch,1
Acid,Singularity Stabilizer,0
Neutralizing Agent,Reality Resynchronizer,0
Avalanche,Sonic Boom,1
Oil,Fire Blanket,0
Planetary Evacuation Fleet,Anti-Virus Nanocloud,1
Satellite,Super Glue,0
Steam,Disease,1
Innovation,Rainstorm,0
Propaganda,Water,0
Terraforming Device,Seismic Dampener,0
Gust,Love,1
Steam,Steam,0
Planetary Defense Shield,Water,0
Fire,Kevlar Vest,1
Antimatter Cannon,Reinforced Steel Door,1
Acid,Propaganda,1
Time,Explosion,0
Viral Meme,War,1
Steam,Rainstorm,0
Proof,Cataclysm Containment Field,1
War,Lightning,0
Glacier,Robot,1
Drought,Dam,1
Hydraulic Jack,Planetary Defense Shield,1
Planetary Evacuation Fleet,AI Kill Switch,0
Flood,Solar Deflection Array,0
Sunshine,Evacuation,0
Fire,Orbital Laser,1
Fire Extinguisher,Fire Extinguisher,0
Robot,Disease,0
Innovation,Fire Blanket,0
Water,Lightning,1
Sandpaper,Dynamite,0
Cataclysm Containment Field,Therapy,0
Bear Trap,Lava,0
Avalanche,Vacation,0
Gust,Planetary Evacuation Fleet,0
Sunshine,Rainstorm,1
Freeze,Grizzly,0
Disease,Glacier,0
Sunshine,Diamond Cage,0
Proof,Kevlar Vest,1
Reality Resynchronizer,Persistence,0
Boulder,Kevlar Vest,0
Glacier,Signal Jammer,0
Planetary Evacuation Fleet,Love,0
Antimatter Cannon,Super Glue,0
Bear Trap,Acid,0
Oil,Sandpaper,0
Hurricane,Viral Meme,1
Boulder,Steam,1
Sandpaper,Planetary Evacuation Fleet,0
Diamond Cage,Reinforced Steel Door,1
Confidence,Resilience,0
Avalanche,Life Raft,0
Hurricane,Dam,0
Propaganda,Glacier,0
Avalanche,Acid,0
Cataclysm Containment Field,Kevlar Vest,0
Reinforced Steel Door,Sonic Boom,0
Drill,Viral Meme,0
AI Kill Switch,Encryption,0
Laser,Sunshine,0
Propaganda,Signal Jammer,0
Proof,Kevlar Vest,0
Freeze,Planetary Evacuation Fleet,0
Boulder,Resilience,1
Cataclysm Containment Field,Freeze,0
Disease,Fire,0
Drought,Diamond Cage,0
Planetary Defense Shield,Glacier,1
Fire,Glacier,0
Hydraulic Jack,Seismic Dampener,0
Hydraulic Jack,Reality Resynchronizer,0
Earthquake,Proof,1
Life Raft,Lightning,1
Vacuum,Persistence,1
Grizzly,Bulldozer,0
Solar Deflection Array,Avalanche,0
Diamond Cage,Satellite,1
Fire,Fire,0
Steam,Acid,1
Viral Meme,Persistence,1
Jackhammer,Orbital Laser,0
Oil,Love,0
AI Kill Switch,Planetary Defense Shield,0
Disease,Grizzly,0
Molotov Cocktail,H-bomb,0
War,Satellite,0
Hydraulic Jack,Lava,0
Love,Satellite,1
Nanobot Swarm,Time,1
Glacier,Laser,1
Propaganda,Resilience,1
Love,Satellite,1
Lightning,Evacuation,1
Planetary Defense Shield,Mutation,0
Water,Anti-Virus Nanocloud,0
Time,Drought,1
Dynamite,Laser,0
Robot,Diamond Cage,1
Neutralizing Agent,Vacation,1
Antimatter Cannon,Diamond Cage,1
Confidence,Proof,0
Fire Extinguisher,Freeze,0
Terraforming Device,Terraforming Device,0
Viral Meme,H-bomb,1
Reality Resynchronizer,Fire Blanket,0
Vacuum,Jackhammer,1
Lightning,Sandpaper,0
Innovation,Boulder,0
Therapy,Robot,0
Fire,Super Glue,0
Singularity Stabilizer,Fire,0
Evacuation,Gust,1
Neutralizing Agent,Earthquake,0
Rainstorm,Vacation,0
Sonic Boom,Boulder,0
Bear Trap,Seismic Dampener,1
Explosion,Kevlar Vest,0
Avalanche,Fire,0
Confidence,Dynamite,1
Resilience,AI Kill Switch,1
Planetary Evacuation Fleet,H-bomb,1
Sonic Boom,Sandpaper,0
Kevlar Vest,Molotov Cocktail,0
Orbital Laser,Explosion,0
Water,Kevlar Vest,0
AI Kill Switch,Laser,0
Hurricane,Gust,0
Rainstorm,Persistence,0
Sandpaper,Bear Trap,1
Anti-Virus Nanocloud,Kevlar Vest,0
Proof,Laser,0
Nanobot Swarm,Drought,0
Confidence,Super Glue,0
Lightning,Evacuation,0
Planetary Evacuation Fleet,Singularity Stabilizer,0
Cataclysm Containment Field,Nanobot Swarm,0
Mutation,Bear Trap,1
Dragon,Kevlar Vest,1
Viral Meme,Glacier,0
Satellite,Persistence,0
Reforestation,Kevlar Vest,1
Boulder,Earthquake,0
Life Raft,Boulder,0
Tsunami,Confidence,1
Tsunami,Drill,0
Hydraulic Jack,Oil,1
Flood,Mutation,0
Molotov Cocktail,Life Raft,0
Avalanche,Encryption,0
Sunshine,Jackhammer,0
Hydraulic Jack,Glacier,0
Satellite,Bulldozer,0
Encryption,Dam,0
Dynamite,Satellite,1
Super Glue,Encryption,1
Solar Deflection Array,Absorption,0
Anti-Virus Nanocloud,Evacuation,0
Vacation,Sandpaper,1
Lightning,Acid,0
Anti-Virus Nanocloud,Freeze,1
Satellite,Drill,0
Grizzly,Cataclysm Containment Field,1
Vacation,Mutation,1
Reinforced Steel Door,Mutation,0
Antimatter Cannon,Tsunami,0
Grizzly,Propaganda,0
Super Glue,Lava,0
Fire,War,0
Vacation,Fire Extinguisher,0
Planetary Evacuation Fleet,War,0
Drill,Vacation,0
Freeze,Satellite,0
Vacuum,Lava,0
Kevlar Vest,Fire Extinguisher,0
War,War,0
Avalanche,Rainstorm,0
Confidence,Water,1
Flood,Avalanche,0
Antimatter Cannon,AI Kill Switch,1
Gust,Sandpaper,0
Laser,Explosion,1
Avalanche,Propaganda,1
Evacuation,Tsunami,1
Cataclysm Containment Field,Evacuation,1
Earthquake,Dynamite,1
Flood,Innovation,1
Planetary Defense Shield,Dam,0
Life Raft,Tsunami,0
Vacation,Singularity Stabilizer,0
Robot,Love,0
Jackhammer,Sunshine,0
Propaganda,Earthquake,1
Vacation,Sandpaper,1
Fire Extinguisher,Vacuum,0
Mutation,Flood,0
Dragon,Time,0
Mutation,Jackhammer,1
Satellite,Freeze,0
Viral Meme,Life Raft,0
Fire Blanket,Boulder,0
War,Kevlar Vest,1
Disease,Acid,0
Persistence,H-bomb,0
Lava,War,0
Fire,Steam,0
Time,Evacuation,1
Confidence,Lightning,0
Signal Jammer,Super Glue,0
Oil,Time,1
Innovation,Solar Deflection Array,1
Lava,Drill,0
Terraforming Device,Bulldozer,0
Reality Resynchronizer,Vacuum,0
Anti-Virus Nanocloud,Kevlar Vest,0
Disease,War,0
Disease,Persistence,0
Signal Jammer,Vacation,0
Kevlar Vest,Steam,0
Neutralizing Agent,Satellite,1
Sonic Boom,Boulder,0
Drought,Steam,0
Gust,Innovation,1
Boulder,Love,1
Oil,Anti-Virus Nanocloud,1
Satellite,Evacuation,1
Tsunami,Molotov Cocktail,0
Signal Jammer,Dynamite,0
Molotov Cocktail,Solar Deflection Array,1
Antimatter Cannon,Confidence,1
Cataclysm Containment Field,Hydraulic Jack,0
Lightning,Jackhammer,0
Terraforming Device,Earthquake,0
Dragon,Gust,0
Hydraulic Jack,Fire Extinguisher,0
Signal Jammer,Bear Trap,1
Sandpaper,Rainstorm,1
Dam,Propaganda,0
Freeze,Steam,0
Satellite,Reality Resynchronizer,0
Disease,Super Glue,1
Hurricane,Diamond Cage,0
Molotov Cocktail,Glacier,1
Orbital Laser,AI Kill Switch,0
Reinforced Steel Door,Sonic Boom,1
Grizzly,Super Glue,0
Molotov Cocktail,Bear Trap,0
War,Explosion,0
Drought,Persistence,1
Persistence,Avalanche,0
Explosion,Proof,0
Signal Jammer,Dynamite,0
Water,Rainstorm,0
Gust,Tsunami,0
Cataclysm Containment Field,Acid,0
Glacier,Anti-Virus Nanocloud,0
Hurricane,Vacuum,0
Lightning,Cataclysm Containment Field,1
Disease,Glacier,0
Steam,Innovation,0
Signal Jammer,H-bomb,0
Cataclysm Containment Field,Dam,0
Mutation,Sonic Boom,0
Drill,Laser,1
Kevlar Vest,Therapy,1
Fire Extinguisher,War,1
Therapy,Disease,0
AI Kill Switch,Absorption,1
Laser,Life Raft,0
Seismic Dampener,Proof,0
Fire,Nanobot Swarm,0
Love,Sunshine,1
Dynamite,Propaganda,1
Freeze,Dynamite,0
Bulldozer,AI Kill Switch,1
Viral Meme,Innovation,0
Gust,Diamond Cage,0
Persistence,Absorption,0
Viral Meme,Sunshine,1
Flood,Absorption,1
Oil,Sunshine,1
Molotov Cocktail,Lightning,0
Fire Extinguisher,Vacuum,0
Satellite,Freeze,0
Confidence,Terraforming Device,1
Reforestation,Anti-Virus Nanocloud,1
Solar Deflection Array,Sonic Boom,0
Singularity Stabilizer,Antimatter Cannon,0
Resilience,Love,1
Sandpaper,Innovation,0
Satellite,Encryption,0
Dam,Steam,0
Boulder,Reforestation,0
Absorption,Kevlar Vest,0
AI Kill Switch,Encryption,0
Viral Meme,Signal Jammer,0
Disease,Robot,0
Laser,Dynamite,0
Dynamite,Diamond Cage,1
Earthquake,Proof,1
Satellite,Persistence,0
Cataclysm Containment Field,Terraforming Device,0
Singularity Stabilizer,Flood,0
Boulder,Dam,0
Robot,Sonic Boom,1
Nanobot Swarm,Cataclysm Containment Field,0
Kevlar Vest,Super Glue,0
H-bomb,Singularity Stabilizer,1
Innovation,Boulder,0
Drill,Life Raft,1
Bear Trap,Molotov Cocktail,1
Planetary Defense Shield,Nanobot Swarm,1
Disease,Flood,0
Disease,Steam,1
Rainstorm,Dam,0
Hurricane,War,0
Bulldozer,Orbital Laser,1
Jackhammer,Drill,1
Super Glue,Grizzly,1
Nanobot Swarm,Glacier,0
Terraforming Device,Therapy,0
Signal Jammer,Steam,1
Innovation,Orbital Laser,0
Reality Resynchronizer,Reality Resynchronizer,0
Sonic Boom,Satellite,1
Planetary Evacuation Fleet,Viral Meme,0
Love,Acid,0
Innovation,Viral Meme,1
Dynamite,Sonic Boom,1
Evacuation,Explosion,1
Planetary Evacuation Fleet,AI Kill Switch,1
Singularity Stabilizer,AI Kill Switch,0
Vacuum,Mutation,0
Super Glue,Grizzly,0
Earthquake,Solar Deflection Array,1
Fire,Bulldozer,0
Sonic Boom,Oil,0
Drought,Bulldozer,0
Freeze,Anti-Virus Nanocloud,1
Laser,Evacuation,0
Drought,Bulldozer,0
Persistence,Robot,0
Vacuum,Glacier,1
Time,Fire Extinguisher,0
Kevlar Vest,Disease,0
Jackhammer,Persistence,0
Fire,Viral Meme,0
Time,Oil,1
Kevlar Vest,Glacier,1
Bear Trap,Dragon,0
Robot,Propaganda,0
Dynamite,Super Glue,1
Super Glue,Anti-Virus Nanocloud,0
Diamond Cage,Reinforced Steel Door,0
Singularity Stabilizer,Laser,0
War,Laser,0
Disease,Solar Deflection Array,1
Freeze,War,0
Love,Antimatter Cannon,0
Diamond Cage,Robot,0
Signal Jammer,Evacuation,0
Innovation,Mutation,0
Molotov Cocktail,Reforestation,1
Kevlar Vest,Proof,0
Grizzly,Robot,0
Singularity Stabilizer,Therapy,0
Terraforming Device,Lightning,0
Robot,Confidence,1
Solar Deflection Array,Dynamite,1
Disease,Proof,1
Evacuation,Antimatter Cannon,0
Sunshine,Acid,1
Vacuum,Drill,0
Sunshine,Dragon,0
Diamond Cage,Planetary Evacuation Fleet,0
Fire,Disease,1
Vacation,Encryption,1
Planetary Defense Shield,Satellite,0
Acid,Resilience,0
Encryption,Viral Meme,1
Planetary Defense Shield,Dam,0
Freeze,Seismic Dampener,0
Hurricane,Earthquake,0
Anti-Virus Nanocloud,Drill,0
Planetary Evacuation Fleet,Laser,0
Nanobot Swarm,Signal Jammer,0
Evacuation,Sunshine,1
Hurricane,Dynamite,0
Love,Fire Extinguisher,0
Terraforming Device,Lightning,1
Viral Meme,Sonic Boom,1
Drill,Diamond Cage,1
AI Kill Switch,Avalanche,1
Tsunami,Robot,0
Lava,Oil,0
Jackhammer,Bear Trap,0
Acid,Dam,0
Laser,Confidence,0
Persistence,Acid,0
Steam,Antimatter Cannon,0
Terraforming Device,Evacuation,1
Signal Jammer,Satellite,0
Nanobot Swarm,Proof,1
Therapy,Viral Meme,0
Hurricane,Neutralizing Agent,1
Tsunami,Glacier,0
Propaganda,Seismic Dampener,0
Drought,Terraforming Device,0
Satellite,Neutralizing Agent,0
Resilience,Fire Extinguisher,0
Earthquake,Propaganda,1
Resilience,Sonic Boom,1
Therapy,Orbital Laser,0
Encryption,Fire Extinguisher,0
Love,Drought,0
Diamond Cage,Life Raft,0
Lava,Fire,1
Jackhammer,Planetary Evacuation Fleet,0
Avalanche,Reality Resynchronizer,1
Viral Meme,Oil,1
Bulldozer,Encryption,0
Gust,Fire,1
Planetary Evacuation Fleet,Confidence,0
Propaganda,Antimatter Cannon,0
Molotov Cocktail,AI Kill Switch,1
H-bomb,Water,1
Viral Meme,Lava,1
Absorption,Anti-Virus Nanocloud,0
Bear Trap,Sonic Boom,0
Diamond Cage,Water,1
Anti-Virus Nanocloud,Dam,1
Antimatter Cannon,Time,0
Vacation,Sunshine,0
Jackhammer,Vacation,1
Orbital Laser,Acid,0
Vacuum,Viral Meme,1
Therapy,Drought,0
Freeze,Encryption,0
Time,Time,0
Propaganda,Hydraulic Jack,0
Oil,Planetary Defense Shield,0
Confidence,Diamond Cage,0
Solar Deflection Array,Reinforced Steel Door,0
AI Kill Switch,Dynamite,1
Terraforming Device,AI Kill Switch,0
Water,Hurricane,1
Lightning,Bulldozer,0
Reality Resynchronizer,Sandpaper,0
Kevlar Vest,Sunshine,0
Resilience,Molotov Cocktail,0
Water,Avalanche,1
Planetary Evacuation Fleet,Anti-Virus Nanocloud,0
Boulder,Steam,0
Singularity Stabilizer,Hurricane,1
Fire,Lava,0
Lightning,Neutralizing Agent,0
Propaganda,Reality Resynchronizer,1
Propaganda,Gust,0
Resilience,Robot,1
Laser,Dynamite,0
Kevlar Vest,Propaganda,0
Molotov Cocktail,Nanobot Swarm,1
Fire Blanket,Satellite,0
Hurricane,Lava,0
Persistence,H-bomb,0
Seismic Dampener,Reforestation,0
Sandpaper,H-bomb,0
Tsunami,Molotov Cocktail,1
Explosion,Orbital Laser,1
Cataclysm Containment Field,Viral Meme,0
AI Kill Switch,Reforestation,0
Freeze,AI Kill Switch,0
Encryption,Anti-Virus Nanocloud,0
Signal Jammer,Sunshine,0
Planetary Defense Shield,Planetary Evacuation Fleet,0
Planetary Defense Shield,Sandpaper,0
Drought,Dynamite,0
Flood,Rainstorm,0
Vacation,Freeze,0
Sandpaper,Robot,1
Steam,Oil,0
Sandpaper,Dam,0
Singularity Stabilizer,AI Kill Switch,1
Neutralizing Agent,Terraforming Device,0
Steam,War,0
Boulder,Planetary Defense Shield,0
Drill,Sandpaper,0
Robot,Resilience,0
AI Kill Switch,Reinforced Steel Door,0
Disease,Dam,0
Lightning,Vacuum,0
Viral Meme,Grizzly,0
Earthquake,Hurricane,0
Signal Jammer,Acid,1
Dragon,Mutation,0
Viral Meme,Anti-Virus Nanocloud,1
Viral Meme,Resilience,1
Confidence,Sandpaper,0
Singularity Stabilizer,Planetary Defense Shield,0
Hydraulic Jack,Vacuum,1
War,Reforestation,0
Robot,Terraforming Device,0
Fire Extinguisher,Evacuation,0
Confidence,Satellite,0
Disease,Evacuation,0
Sunshine,Bear Trap,1
Vacation,Mutation,1
Planetary Defense Shield,Lightning,0
Water,Dragon,0
Super Glue,Bear Trap,1
Rainstorm,Rainstorm,0
Reinforced Steel Door,Vacuum,1
Persistence,Signal Jammer,0
Cataclysm Containment Field,Reinforced Steel Door,1
War,Dragon,1
Planetary Evacuation Fleet,Robot,0
Oil,Viral Meme,0
Jackhammer,Viral Meme,0
Dragon,Freeze,0
Antimatter Cannon,Lava,0
Fire,Robot,0
Fire,Sandpaper,0
Persistence,Nanobot Swarm,1
Kevlar Vest,Viral Meme,0
Solar Deflection Array,Encryption,1
Fire Extinguisher,Kevlar Vest,1
Resilience,Super Glue,1
Reforestation,AI Kill Switch,1
Life Raft,Solar Deflection Array,0
Vacation,Bulldozer,1
Drill,Sonic Boom,0
Oil,Life Raft,1
Persistence,Diamond Cage,0
Fire Blanket,Oil,0
Love,Reality Resynchronizer,0
Cataclysm Containment Field,Laser,1
Encryption,H-bomb,1
Sonic Boom,Time,1
Bulldozer,Lava,1
Disease,Planetary Evacuation Fleet,0
Innovation,Dynamite,0
Persistence,Cataclysm Containment Field,1
Tsunami,Absorption,0
Flood,Nanobot Swarm,0
Orbital Laser,Confidence,0
Fire Extinguisher,Seismic Dampener,0
Singularity Stabilizer,Dynamite,0
Gust,Freeze,1
Acid,Persistence,0
Lava,Jackhammer,0
Confidence,Fire Extinguisher,0
Planetary Defense Shield,Planetary Defense Shield,0
Resilience,Absorption,0
Dynamite,Mutation,1
Satellite,War,0
Sonic Boom,Avalanche,0
Dragon,Lava,0
Persistence,Jackhammer,0
Reforestation,Disease,1
Vacuum,Diamond Cage,0
Seismic Dampener,Sonic Boom,1
Satellite,AI Kill Switch,0
Kevlar Vest,Boulder,0
Drought,Kevlar Vest,0
Earthquake,Persistence,1
Dam,Orbital Laser,0
Bear Trap,Steam,0
Explosion,Oil,0
Reforestation,H-bomb,0
Dragon,Jackhammer,0
Antimatter Cannon,Propaganda,1
Steam,Acid,0
Jackhammer,War,0
Super Glue,Absorption,1
Drill,Viral Meme,0
AI Kill Switch,Molotov Cocktail,0
Confidence,Satellite,0
Sandpaper,Molotov Cocktail,0
Sandpaper,Neutralizing Agent,1
Time,Glacier,0
Sunshine,Freeze,0
Life Raft,War,0
Proof,Planetary Defense Shield,0
Planetary Defense Shield,Steam,0
Freeze,Love,1
Anti-Virus Nanocloud,Terraforming Device,0
War,Lava,1
Anti-Virus Nanocloud,Flood,1
Innovation,Fire Extinguisher,0
Lava,Terraforming Device,0
Fire,Drought,1
Planetary Defense Shield,Cataclysm Containment Field,0
Tsunami,Innovation,1
Reforestation,Gust,0
Kevlar Vest,Anti-Virus Nanocloud,0
Fire,Earthquake,0
Dynamite,Glacier,0
Kevlar Vest,Fire Extinguisher,0
Steam,Viral Meme,0
Dynamite,Super Glue,1
Laser,Earthquake,0
Absorption,Diamond Cage,0
Time,Reforestation,0
Nanobot Swarm,Sandpaper,0
Acid,Drill,0
Vacuum,Orbital Laser,0
Dragon,Planetary Defense Shield,0
Sonic Boom,Evacuation,1
Dam,Hurricane,0
Resilience,Gust,1
Hurricane,Disease,1
Sunshine,Steam,0
Steam,Lava,0
Fire Blanket,Encryption,0
Absorption,Fire,0
Steam,Fire Blanket,0
Seismic Dampener,Viral Meme,1
Innovation,Water,0
Therapy,Time,1
Sonic Boom,Kevlar Vest,0
Water,Water,0
Proof,Evacuation,0
Oil,Drill,1
Sunshine,Water,1
Sandpaper,Bulldozer,0
Bulldozer,Anti-Virus Nanocloud,1
Love,Encryption,1
Dynamite,Fire,1
Signal Jammer,Time,0
Drought,Orbital Laser,1
Oil,Boulder,0
Steam,Explosion,0
Therapy,Sunshine,1
Acid,Absorption,0
Time,Hurricane,1
Oil,Satellite,0
Bulldozer,Lightning,1
Bulldozer,Planetary Evacuation Fleet,0
Hurricane,Super Glue,0
Persistence,Laser,0
Love,Persistence,0
Life Raft,Vacation,1
Signal Jammer,Freeze,0
Sonic Boom,Vacation,1
Confidence,Therapy,0
Drill,Orbital Laser,0
Molotov Cocktail,Laser,0
Planetary Evacuation Fleet,Absorption,1
Freeze,Acid,1
Rainstorm,Terraforming Device,1
Tsunami,Propaganda,0
Reinforced Steel Door,Viral Meme,0
War,Evacuation,1
Innovation,Absorption,0
H-bomb,Hydraulic Jack,1
Gust,Oil,0
Fire Blanket,Sunshine,1
Dynamite,Life Raft,1
Dragon,Hydraulic Jack,0
Lightning,Kevlar Vest,0
Diamond Cage,Evacuation,1
Kevlar Vest,Bear Trap,0
Diamond Cage,Sandpaper,1
Viral Meme,Reforestation,1
Evacuation,Seismic Dampener,0
Vacation,Fire Blanket,0
Cataclysm Containment Field,Anti-Virus Nanocloud,0
Steam,Dynamite,1
Drought,Fire Blanket,0
Seismic Dampener,Planetary Defense Shield,1
Dynamite,Bulldozer,1
War,Lightning,0
Terraforming Device,Grizzly,1
Rainstorm,Hurricane,1
Lightning,Acid,0
Acid,Planetary Defense Shield,1
Persistence,Bear Trap,0
AI Kill Switch,Planetary Evacuation Fleet,1
Freeze,Laser,0
Hurricane,Dragon,0
Seismic Dampener,Hurricane,1
Encryption,Mutation,1
Lightning,Orbital Laser,0
Fire Blanket,Reforestation,1
Tsunami,Evacuation,0
Planetary Evacuation Fleet,Laser,1
Antimatter Cannon,Rainstorm,1
Fire,Satellite,1
Drill,Planetary Defense Shield,0
Drought,Hurricane,0
Bear Trap,Glacier,1
Solar Deflection Array,Proof,0
Terraforming Device,Terraforming Device,0
H-bomb,Vacation,1
Rainstorm,Sunshine,0
Therapy,Jackhammer,1
Bear Trap,Evacuation,0
Reinforced Steel Door,Kevlar Vest,0
Dragon,Fire Extinguisher,1
Antimatter Cannon,Flood,0
Lightning,Drought,1
Time,Bear Trap,0
Resilience,Drill,1
Satellite,Steam,0
Freeze,Kevlar Vest,1
Boulder,Avalanche,0
Satellite,Robot,0
Jackhammer,Signal Jammer,0
Laser,Reinforced Steel Door,0
Viral Meme,Fire,0
